'	2212|2213|2217|2218|2219|2222|2224|2226|2229
106	2212|2215|2218|2219|2227|2229
107	2212|2215|2218|2219|2227
108	2212|2215|2218|2219
1085-6706	2228
1086	2215
109	2212|2215|2218|2219
1096930	2217
10AD989C85605079	2224
10th	2212
11	2212|2213|2215|2217|2218|2219|2220|2221|2222|2223|2224|2226|2227|2228|2229
11-09-2010	2229
11-line	2218|2219
11-year-old	2226
110	2212|2215|2218|2219
111	2212|2215|2218|2219
1111	2215
111209860	2227
11175	2218|2219
112	2212|2215|2218|2219|2229
11244EDCA229C5F8	2224
113	2212|2215|2218|2219|2220|2224
113571B200939D10	2224
113586	2218|2219
1136067111-6bx3jZ	2224
114	2212|2215|2218|2219|2226
11493979	2226
115	2212|2215|2218|2219|2224
116	2212|2215|2218|2219|2229
11684687	2212
116962-cheryl-cole-confirms-solo-career	2212
117	2212|2215|2218|2219
117-pitch	2229
118	2212|2215|2218|2219|2229
118340AF9E571	2224
118646001	2215
119	2212|2215|2218|2219
11_1YR	2218|2219
12	2212|2213|2215|2217|2218|2219|2220|2221|2222|2223|2224|2226|2227|2228|2229
12-3157	2218|2219
12-inch	2223|2225
12-minute	2225
120	2212|2215|2218|2219
1208809	2226
121	2212|2215|2218|2219
1211	2224
122	2212|2215|2218|2219|2221|2224
123	2212|2215|2218|2219
124	2212|2215|2218|2219|2228
1243	2228
125	2212|2215|2218|2219
126	2212|2215|2218|2219
1269	2224
127	2212|2215|2218|2219|2228
128	2212|2215|2218|2219|2228
128-129	2222
129	2212|2215|2218|2219|2222
1293771600	2224
12m	2212
12th	2221|2224
13	2212|2214|2215|2218|2219|2220|2221|2222|2223|2224|2226|2227|2228|2229
13-minute	2221
130	2212|2215|2218|2219|2226
131	2212|2215|2218|2219|2228
132	2212|2215|2218|2219
1322	2218|2219
133	2212|2213|2215|2218|2219
134	2212|2215|2218|2219
135	2212|2215|2218|2219|2229
136	2212|2215|2218|2219|2220
13675314	2212
137	2212|2215|2218|2219
1371034	2228
1375	2214
138	2212|2215|2218|2219
139	2212|2215|2218|2219
14	2212|2213|2214|2215|2218|2219|2220|2221|2222|2223|2224|2226|2227|2228|2229
140	2212|2215|2218|2219
1400	2214
1409113620	2212
141	2212|2215|2218|2219|2224
142	2212|2215|2218|2219
1424681	2226
143	2212|2215|2218|2219
144	2212|2215|2218|2219
145	2212|2215|2218|2219|2227|2229
14510	2212
145600	2218|2219
146	2212|2215|2218|2219
1468-2508	2215
147	2212|2215|2218|2219
14767801	2227
148	2212|2215
14805869	2227
14864443	2228
14865769	2228
14880163	2227
149	2212|2215
14974	2218|2219
14th	2224|2229
14th-century	2214
15	2212|2215|2218|2219|2220|2221|2222|2224|2226|2227|2228|2229|2230
15-Year	2222
15-day	2229
150	2212|2215|2218|2219|2224|2228
150-foot	2218|2219
150th	2228
151	2212|2215
151475	2212
151996410	2212
152	2212|2215
1522-1067	2218|2219
153	2212|2215
154	2212|2215|2229
155	2212|2215
156	2212|2215
157	2212|2215|2216
158	2212|2215|2228
159	2212|2215|2224
16	2212|2213|2215|2218|2219|2220|2221|2222|2223|2224|2226|2227|2228|2229
16-28	2222
16-story	2224
160	2212|2215|2218|2219|2224
1600000US1714000	2218|2219
16000US1714000	2218|2219
160107-cheryl-gives-incredible-x-factor-performance	2212
161	2212|2213|2215
162	2212|2215
162438687	2217
163	2212|2215
164	2212|2215
16467	2218|2219
165	2212|2215|2218|2219
166	2212|2215|2218|2219
167	2212|2213|2229|2230
1679	2218|2219
168	2212|2215|2218|2219
1688	2218|2219
169	2212|2215|2217
16th	2229
17	2212|2213|2215|2218|2219|2220|2221|2222|2223|2224|2226|2227|2228|2229
170	2212|2220
1707	2218|2219
171	2212|2215
171140041	2218|2219
172	2212|2218|2219|2222
17202101	2212
173	2212|2215|2218|2219
174	2212|2218|2219|2224
175	2212|2215|2224
176	2212|2218|2219
176575	2225
177	2212|2215|2218|2219
1770s	2218|2219
1776	2222
178	2212|2215|2218|2219
1780s	2218|2219
178436	2218|2219
179	2212|2215
1795	2218|2219
1796	2224
17th	2214
18	2212|2213|2215|2216|2217|2218|2219|2220|2221|2222|2223|2224|2226|2227|2228|2229
18-	2228
18-hole	2229
18-month	2226
180	2212|2215|2224|2227
1800	2215
1803	2218|2219
181	2212|2215
1812	2218|2219
1815	2214
1816	2218|2219
1817	2214
1818	2215
1819	2215
182	2212|2215|2218|2219
1821	2215
1825	2226
1826	2214
1828	2215
1829	2215
1829-10-05	2215
183	2212|2224|2230
1830	2215|2218|2219
1832	2215
1833	2218|2219
1835	2218|2219
1837	2212|2218|2219|2226
184	2212|2215|2224
1840	2218|2219
1840s	2218|2219
1843173891	2212
1843174995	2212
1843581957	2212
1844	2227
1845	2215
1847	2228
1847372783	2212
1848	2215|2218|2219|2224
185	2212|2215|2218|2219|2229
1850	2218|2219
1850-1856	2228
1850s	2218|2219
1852	2215|2228
1853	2224|2226|2228
1854	2215|2228
1855	2226|2228
1856	2215|2218|2219|2224|2226
1858	2228
185828421X	2225
1859	2215
18597	2212
186	2212
1860	2215|2218|2219|2224|2226|2228
1860s	2218|2219
1861	2215|2226|2228
1862	2215
1863	2215
1864	2215|2218|2219
1865	2215|2224
1866	2215|2218|2219
1867	2215|2218|2219
1868	2215
1869	2215|2218|2219
187	2212
1870	2215|2218|2219|2224
1870s	2215|2218|2219
1871	2215|2218|2219|2224|2227|2228
1872	2215|2226|2228
1872-11-04	2228
1873	2215
1874	2215
1875	2215|2226
1876	2214|2215
1877	2214|2215|2218|2219
1878	2215|2224
1879	2215
188	2212|2218|2219|2228
1880	2215|2218|2219
1880-1955	2228
1880s	2218|2219|2228|2229
1881	2215
1882	2215|2224
1883	2215|2218|2219
1884	2215|2218|2219
1885	2215|2218|2219|2224|2226
1886	2215|2218|2219
1886-11-18	2215
1887	2214|2215|2226
1888	2215
1889	2215|2218|2219
1889232	2215
189	2212|2215
1890	2218|2219
1890s	2218|2219
1891	2226
1892	2215|2218|2219
1893	2215|2218|2219|2224|2229
1894	2215|2229
1895	2224|2226|2228|2229
1896	2215
1897	2218|2219
1898	2215
1899	2215|2229
18M	2226
18th	2218|2219
19	2212|2213|2215|2217|2218|2219|2220|2221|2222|2223|2224|2226|2227|2228|2229
19-inning	2229
190	2212|2215|2218|2219
1900	2215|2218|2219|2229
1900s	2229
1901	2218|2219|2226|2229
1902	2215|2229
1903	2229
1904	2215|2218|2219|2229
1904-1905	2218|2219
1905	2226|2229
1906	2229
1907	2218|2219|2224|2229
1908	2215|2229
1909	2224|2229
191	2212
1910	2218|2219|2228|2229|2230
1910s	2218|2219|2229
1911	2218|2219|2224|2229
1912	2215|2218|2219|2228|2229
1912-1917	2229
1913	2226|2229
1914	2228|2229
1915	2228|2229
1916	2215|2218|2219|2228|2229
1917	2229
1918	2228|2229
1919	2218|2219|2228|2229
1919-1929	2229
1919-1939	2218|2219
1919267	2218|2219
192	2212|2215|2229
1920	2215|2218|2219|2229
1920s	2218|2219|2220|2222|2224|2228|2229
1921	2229
1922	2228|2229
1923	2226|2229
1924	2215|2218|2219|2220|2222|2228|2229
1925	2218|2219|2224|2228|2229
1926	2218|2219|2222|2229
1927	2218|2219|2220|2222|2229
1928	2215|2228|2229
1929	2218|2219|2224|2227|2229
193	2212|2215|2222
1930	2218|2219|2224|2229
1930s	2226|2229
1931	2218|2219|2229
1932	2215|2229
1932-1997	2228
1933	2218|2219|2228|2229
1934	2218|2219|2229
1935	2215|2229
19353	2212
1936	2215|2229
1937	2226|2229
1938	2229
1939	2214|2229
194	2212|2215
1940	2215|2218|2219|2220|2229
1940s	2218|2219|2228|2229
1941	2220|2227|2228|2229
1941019	2226
1942	2218|2219|2222|2228|2229
1943	2212|2227|2229
1944	2215|2229
1945	2218|2219|2229
1946	2221|2229
1947	2215|2229
1948	2215|2227|2228|2229
1949	2229
195	2212|2215
1950	2218|2219|2227|2229
1950-1969	2221
1950s	2229
1951	2218|2219|2220|2229
1952	2215|2229
195217-cheryl-cole-to-bare-all-in-eye-opening-book	2212
1953	2229
1954	2222|2229
1955	2218|2219|2221|2222|2227|2228|2229
1956	2215|2218|2219|2222|2229
19562006	2218|2219
1957	2213|2226|2229
1957-03-11	2213
1958	2222|2229
1959	2218|2219|2221|2222|2227|2229
196	2212|2215
1960	2215|2218|2219|2220|2221|2226|2229
1960s	2218|2219|2222|2229
1961	2220|2222|2228|2229
1961-1990	2218|2219
1962	2222|2229
1962-1975	2229
1963	2218|2219|2229
1964	2215|2226|2229
1965	2218|2219|2222|2224|2229
1966	2215|2218|2219|2222|2227|2229
1966986	2218|2219
1967	2218|2219|2221|2224|2226|2228|2229
1967-1978	2221
1967-1985	2221
1967-1990	2221
1967-1997	2221|2223
1967-1998	2221|2223
1967-present	2221
1968	2215|2218|2219|2221|2222|2226|2227|2229
1968-1969	2229
1969	2218|2219|2220|2221|2222|2226|2228|2229
197	2212|2215
1970	2217|2218|2219|2221|2224|2227|2229
1970s	2215|2221|2222|2223|2227|2229
1971	2215|2218|2219|2221|2227|2228|2229
1972	2215|2220|2221|2222|2226|2227|2229
1973	2218|2219|2221|2224|2227|2228|2229
1973's	2221
1974	2218|2219|2221|2222|2227|2228|2229|2230
1974-1981	2221
1975	2215|2218|2219|2220|2221|2222|2226|2227|2228|2229
1976	2213|2215|2217|2218|2219|2221|2224|2227|2228|2229
1977	2215|2217|2218|2219|2221|2222|2224|2229
1978	2213|2215|2217|2218|2219|2221|2222|2223|2224|2227|2228|2229
1978-1980	2221
1978-1985	2213
1979	2213|2214|2217|2218|2219|2221|2222|2223|2225|2227|2228|2229
198	2212|2215|2229
1980	2213|2215|2217|2218|2219|2220|2221|2223|2224|2226|2227|2229
1980's	2226
1980-1981	2221
1980-1986	2221
1980s	2217|2218|2219|2221|2224|2225|2227|2228|2229
1981	2213|2215|2217|2218|2219|2220|2221|2224|2225|2226|2227|2228|2229
1981-1985	2221
1981-2009	2221
1982	2213|2216|2217|2218|2219|2221|2224|2227|2229
1982's	2213
1982-1989	2221|2223
1983	2212|2213|2216|2217|2218|2219|2221|2222|2227|2228|2229|2230
1983-06-30	2212
1984	2213|2215|2217|2221|2224|2225|2227|2228|2229
1984's	2221
1984-1985	2221
1985	2213|2216|2217|2218|2219|2221|2224|2225|2228|2229|2230
1985-1986	2221
1985-present	2221
1986	2216|2217|2221|2222|2225|2227|2228|2229
1986-04-22	2228
1986-1990	2221
1986-1995	2221
19860422	2228
1987	2212|2213|2216|2218|2219|2221|2224|2225|2226|2227|2228|2229|2230
19870603	2224
1988	2215|2216|2217|2221|2226|2227|2228|2229|2230
1989	2213|2216|2217|2218|2219|2221|2222|2227|2228|2229
199	2224
1990	2212|2216|2217|2218|2219|2221|2224|2229|2230
1990-1995	2221
1990-present	2221
1990s	2213|2217|2218|2219|2220|2221|2227|2228|2229
1991	2216|2217|2218|2219|2221|2222|2224|2226|2228|2229|2230
1992	2215|2216|2217|2218|2219|2221|2222|2224|2226|2227|2228|2229
1992-09-27	2227
1993	2216|2218|2219|2221|2222|2226|2227|2228|2229|2230
1993's	2226
1993-05-21	2228
1993-09-03	2227
1993-11-05	2228
1993-12-17	2228
1994	2212|2216|2218|2219|2221|2222|2227|2228|2229
1994-04-15	2228
1994-12-16	2228
1995	2213|2215|2216|2217|2218|2219|2220|2221|2222|2223|2224|2227|2228|2229
1995-05-10	2218|2219
1995-08-04	2228
1995-2009	2221
1995-present	2221
1996	2213|2215|2216|2217|2218|2219|2220|2221|2222|2224|2226|2227|2228|2229
1996-01-05	2228
1997	2216|2217|2218|2219|2221|2222|2224|2228|2229
1997's	2224
1998	2213|2216|2217|2218|2219|2221|2222|2224|2225|2226|2227|2228|2229
1999	2212|2214|2216|2217|2218|2219|2220|2221|2222|2224|2225|2226|2227|2228|2229
1999's	2224
1999-2009	2221
1999-present	2221
19suicide	2227
19th	2218|2219|2224
19th-century	2215
1B-DH	2229
1Lx_ZqrK1bM	2212
1m	2212
1st	2218|2219|2226|2229
2	2212|2213|2214|2215|2216|2217|2218|2219|2220|2221|2222|2223|2224|2225|2226|2227|2228|2229|2230
2-week	2228
20	2212|2215|2216|2218|2219|2220|2221|2222|2224|2225|2226|2227|2228|2229
20-	2226
20-game	2229
20-year	2215
200	2213|2218|2219|2227|2229
200-acre	2218|2219
2000	2212|2213|2215|2216|2217|2218|2219|2220|2221|2222|2224|2225|2226|2227|2228|2229
2000s	2217|2218|2219|2220|2221|2226|2227|2228|2229
2001	2212|2216|2218|2219|2220|2222|2224|2227|2228|2229
2001-04-25	2227
2001-05-01	2227
2001-06-01	2227
2001-10-26	2227
2002	2212|2214|2216|2218|2219|2220|2221|2222|2224|2226|2227|2228|2229
2002-05-03	2227
2002-12-27	2220
20021001023605	2218|2219
2002_film	2220
2002nominees	2220
2003	2212|2213|2215|2216|2217|2218|2219|2220|2221|2222|2223|2224|2227|2228|2229|2230
2003-03-04	2218|2219
2003-2008	2222
2003-2009	2221
2003-present	2221
2004	2212|2213|2214|2215|2216|2217|2218|2219|2220|2221|2222|2224|2226|2227|2228|2229|2230
2004-02-20	2227
2005	2212|2213|2216|2217|2218|2219|2220|2221|2222|2224|2226|2227|2228|2229|2230
2005's	2229
2005-07-22	2218|2219
2005-11-14	2228
2005-11-28	2225
2005-2009	2221
2005-present	2221
20050613	2224
2006	2212|2213|2215|2216|2217|2218|2219|2220|2221|2222|2224|2226|2227|2229
2006-04-26	2227
2006-09-02	2227
2006-10-20	2226
20060106-7	2224
20060801	2224
20061010102614	2224
20061110061832	2218|2219
2006RegStats	2216
2007	2212|2215|2216|2217|2218|2219|2220|2221|2222|2224|2226|2227|2228|2229|2230
2007-02-20	2224
2007-03-01	2227
2007-03-24	2226
2007-03-25	2226
2007-03-28	2226
2007-03-30	2226
2007-04-02	2226
2007-04-14	2226
2007-04-18	2227
2007-04-27	2226
2007-04-30	2227
2007-05-01	2226
2007-05-20	2226
2007-07-10	2227
2007-10-24	2228
2007-11-18	2226
2007-6-29	2218|2219
20070218092838	2224
20070330	2226
200704	2227
20070406024337	2226
20070519182624	2224
20070925194344	2218|2219
20070928031459	2224
2007KCA	2212
2008	2212|2213|2215|2216|2217|2218|2219|2220|2221|2222|2224|2225|2226|2227|2228|2229
2008's	2212
2008-02-06	2226
2008-02-19	2228
2008-03-19	2228
2008-03-31	2228
2008-06-25	2228
2008-07-17	2228
2008-07-21	2228
2008-08-17	2228
2008-08-18	2228
2008-08-21	2228
2008-08-27	2227
2008-09-16	2228
2008-09-28	2215
2008-10-17	2228
2008-11-04	2228
2008-11-12	2228
2008-12-04	2228
2008-12-09	2228
2008-2010	2212
20080506-100422	2224
20080605021018	2218|2219
2008_Top_100List	2228
2009	2212|2214|2215|2216|2217|2218|2219|2220|2221|2222|2223|2226|2227|2228|2229
2009-02-12	2228
2009-04-13	2228
2009-04-22	2228
2009-06-03	2226
2009-06-07	2228
2009-06-09	2228
2009-06-23	2221
2009-09-26	2228
2009-10-17	2227
2009-12-12	2213
2009-12-15	2226
2009-2012	2221
2009-9-21	2218|2219
2009-present	2221
20090214153926	2226
200911415463734	2212
200th	2218|2219
201	2218|2219|2227
2010	2212|2213|2214|2216|2217|2218|2219|2220|2221|2222|2224|2225|2226|2227|2228|2229
2010-02-09	2225
2010-04-10	2225
2010-04-11	2225
2010-07-10	2227
2010-07-23	2221
2010-08-17	2226
2010-10-25	2228
2010-11-07	2228
2010-2012	2221
2010-present	2221
20100208	2229
2010s	2220|2227|2228|2229
2011	2212|2215|2216|2217|2218|2219|2220|2221|2222|2224|2226|2227|2228|2229|2230
2011-01-03	2218|2219
2011-03-29	2218|2219
2011-06-10	2226
2011-06-22	2226
2011-07-05	2221
2011-07-15	2218|2219
2011-08-08	2226
2011-09-13	2227
2011-10-05	2224
2011-10-10	2224
2011-11-17	2224
2011-11-20	2220
2011-29-5	2213
20111206	2227
2012	2212|2213|2215|2216|2217|2218|2219|2220|2221|2222|2223|2224|2225|2226|2227|2228|2229|2230
2012-01-01	2226
2012-03-31	2218|2219
2012-04-21	2229
2012-06-02	2213
2012-06-07	2212
2012-07-22	2212
2012-09-04	2218|2219
2012-09-26	2221
2012-10-19	2212
2012-10-20	2212
2012-10-26	2228
2012-11-09	2218|2219
2012-11-13	2212
2012-11-14	2212|2226
2012-11-25	2218|2219
2012-12-01	2212
2012-present	2221
2012_04_21_chamlb_seamlb_1	2229
2013	2212|2214|2215|2216|2217|2218|2219|2220|2221|2222|2224|2225|2226|2227|2228|2229|2230
2013-01-23	2224
2013-01-27	2229
2014	2216
2015	2218|2219
2016	2218|2219
2019	2221
202	2215
2020	2220
2025	2222
203	2215|2222
20323	2224
203230-cheryl-cole-tells-of-her-battle-with-malaria	2212
204	2215
204658-cheryl-cole-lives-up-to-promise-as-she-shines-on-x-factor	2212
205	2215
20531	2218|2219
207	2215
2075741	2228
208	2218|2219|2221|2224
209	2215
20AND	2227
20Annual	2226
20Board	2224
20Evans	2228
20Holt	2228
20Horrock	2228
20Local	2226
20Lynn	2213
20Reports	2226
20Squires	2228
20Topics	2224
20Trade	2224
20Tribune	2226
20and	2228
20chicagotribune	2226
20date	2227
20forward	2227
20move	2227
20news	2226
20of	2224
20pages	2227
20residency	2228
20th	2215|2218|2219|2224|2230
20th-century	2228
20these	2227
20to	2227
21	2212|2215|2218|2219|2220|2221|2222|2223|2224|2226|2227|2228|2229
210	2215
2100-11398_3-6037539	2218|2219
2102	2228
211	2229
212843071	2218|2219
213	2215
214	2215|2220
2150708	2215
216	2215|2229
219	2215|2218|2219
21st	2215|2218|2219|2228|2229
21st-century	2212
22	2212|2213|2215|2216|2218|2219|2221|2222|2224|2226|2227|2228|2229
220	2215|2218|2219
223	2215
224	2218|2219
225	2218|2219
225308	2218|2219
225761-cheryl-cole-william	2212
227	2218|2219|2228
228	2226
229271613	2221
22Cheryl	2213
22Chicago	2224
22David	2228
22Margaret	2228
22Nicholas	2228
22Time	2227
22accred	2218|2219
22basic2005_ids	2218|2219
22control	2218|2219
22coplac	2218|2219
22eng2005_ids	2218|2219
22enrprofile2005_ids	2218|2219
22first_letter	2218|2219
22hbcu	2218|2219
22hsi	2218|2219
22ipgrad2005_ids	2218|2219
22ipug2005_ids	2218|2219
22jerome	2226
22landgrant	2218|2219
22level	2218|2219
22msi	2218|2219
22nd	2221
22one-year	2228
22region	2218|2219
22search_string	2218|2219
22sizeset2005_ids	2218|2219
22state	2218|2219
22tribal	2218|2219
22ugprfile2005_ids	2218|2219
22university	2218|2219
22urban	2218|2219
22urbanicity	2218|2219
22womens	2218|2219
23	2212|2213|2215|2218|2219|2221|2222|2224|2225|2226|2227|2228|2229|2230
23-story	2224
23-year-old	2229
230	2215|2224
2307	2215
233	2215|2217|2218|2219|2228
234	2215|2218|2219
235	2218|2219
237	2215|2226
238	2215
238486-simon-tips-cheryl-to-win	2212
23928	2224
23rd	2218|2219
24	2212|2215|2217|2218|2219|2221|2222|2224|2226|2227|2228|2229|2230
24-7	2226
24-hour	2226
240	2212|2224
241	2215
242200-cheryl-cole-new-album-cover-ashley-cole	2212
243	2215
244	2215|2226
244221-cheryl-cole-promise-this-number-1-rihanna-x-factor	2212
245	2228
246	2215|2228
247	2215
248	2215|2218|2219
25	2212|2213|2215|2218|2219|2221|2222|2224|2226|2227|2228|2229
250	2226|2228
25174749	2218|2219
252	2215
253	2215
2532667	2212
254	2215
255	2215|2221
256	2221
257	2215
258	2215
2599721	2212
25m	2212
25th	2222|2229
26	2212|2213|2215|2218|2219|2221|2222|2223|2224|2226|2227|2228|2229
260	2215|2226|2228
261	2215
261199152	2218|2219
26317	2212
263448	2212
264	2215|2229
26416	2215
265	2215|2225
2651617	2212
266	2215
26609682	2218|2219
268	2215
269	2215|2227
2697965	2212
26th	2212|2218|2219
27	2212|2215|2218|2219|2220|2221|2222|2224|2226|2227|2228|2229
2701151	2218|2219
274	2218|2219
275	2215|2224
2753287	2212
276	2215
277	2215|2227
2770529	2212
278	2215
279	2215|2226
27s	2212
27s_Fourth_State_of_the_Union_Address	2215
28	2212|2213|2215|2217|2218|2219|2221|2222|2224|2226|2227|2228|2229
28-day	2227
28-year-old	2227
280	2215|2229
281	2215
282	2215
283	2218|2219
2834396	2212
284	2215
2846182	2218|2219
286	2229
2861829	2212
288	2215|2224
289	2215|2229
28Chicago	2226
29	2212|2215|2216|2218|2219|2222|2223|2224|2225|2226|2227|2228|2229
290	2218|2219|2229
292	2215
293	2215
294	2215|2218|2219
29430CHIdoc	2218|2219
294383	2228
295	2215
297	2215|2229
298	2215|2218|2219
298670853	2218|2219
299	2215
29958	2228
299951	2224
299952	2224
299953	2224
2B	2229
2C	2218|2219
2Flocal	2226
2Fnews	2226
2_tues	2227
2fC	2224
2fChicago	2224
2fOrganizations	2224
2fReference	2224
2fTimes	2224
2nd	2213|2214|2218|2219|2221|2229
3	2212|2213|2214|2215|2216|2217|2218|2219|2220|2221|2222|2223|2224|2225|2226|2227|2228|2229|2230
30	2212|2213|2215|2216|2218|2219|2220|2221|2222|2224|2226|2227|2228|2229
30-Year	2213
300	2212|2215|2218|2219|2224|2227|2228|2229
30015511	2215
301	2215|2229
302	2215|2224
30261	2228
303	2215
305	2215
306	2215|2220
306796	2226
307	2215
308	2215|2218|2219|2229
309	2212|2215
31	2212|2215|2218|2219|2222|2224|2225|2226|2227|2228|2229
310	2215
3100001	2224
312	2218|2219
313	2215
314	2216
314790-cheryl-cole-believed-doctors-were-trying-to-kill-her	2212
3149848	2212
315	2218|2219
316138	2226
317	2215
317555621	2221
318	2215
3181	2224
319	2215
3195027	2212
32	2212|2215|2218|2219|2222|2224|2225|2226|2227|2228|2229
320	2215|2224
32027	2212
3207822	2212
3207926	2212
3208	2218|2219
322	2215
324	2215
325	2215|2229
32613	2226
327	2215
328	2215|2230
329	2215
32995	2228
32nd	2221|2229
33	2212|2215|2218|2219|2222|2224|2226|2227|2228|2229
33-34	2218|2219
330	2215|2224|2227
330-mile	2218|2219
333	2215|2224
334	2215
3348178	2215
335	2215|2227|2229
33660	2228
337	2215
338	2215
34	2212|2213|2215|2218|2219|2222|2224|2226|2227|2228|2229
34-year-olds	2228
341	2215
342	2215
343	2215
3449855	2215
345	2215|2230
3453791	2215
346	2215
347	2215
349	2215
