'	2921|2936|2937
173407	2929
1736	2938
174	2929
1747	2938
175	2929
1750	2936|2938
1750s	2928
1751	2928
1754	2928
1755	2927|2928|2932
1757	2938
1759	2938
175A	2929
176	2929
1763	2938
1766	2938
177	2929
1775	2928
1776	2928
17772560	2929
1778	2928
17788674	2929
1779	2938
17790039	2929
178	2929
1783	2928
17837768	2929
1784	2928
1789	2928
179	2929
1790	2928
1795	2929
1796	2938
1799	2938
17th	2927|2928
17th-century	2928
18	2922|2925|2926|2927|2928|2929|2930|2931|2932|2933|2936
180	2929|2938
1800	2928
1802	2937
1803	2938
1805	2932
1806	2928
181	2929
1815	2928|2938
1818	2938
182	2929
1821	2928
1822	2928
1823	2938
1824	2930|2937
1825	2938
1826	2938
183	2929|2931
1834	2928
184	2929|2938
1845	2932
1846	2928
1848	2936
1849	2938
185	2921|2929|2936|2938
1853	2928
1853066583	2937
1857	2932
1858	2930|2938
186	2929
1860	2928
1868	2928
1869	2938
187	2929
1870496	2930
1871	2936
1874	2937
1876	2936
1879	2921
188	2929
1880	2928
1881	2937
1885	2928
189	2929
1890	2936
1891	2927
1894	2936
1894-1964	2936
1896	2932|2937
1898	2932|2936|2937
1899	2928
18april	2932
18th	2925|2927|2928|2936
19	2922|2924|2925|2926|2928|2929|2930|2931|2932|2936
190	2926|2929
1900	2932|2938
1900s	2932
1902	2928
1905	2937
1906	2929|2932
1906M	2929
1908	2929|2932
191	2929
1910	2928
1911	2925|2929|2932
1912	2925|2928
1913	2932
1914	2925|2928
1915	2925
1916	2925
1917	2928|2936
1918	2938
1919	2936
192	2921|2929|2936
1920	2925
1920s	2925
1921	2925|2928
1924	2925
1925	2932
1927	2925|2936
1928	2921
193	2929
1930	2925
1930s	2925
1931	2932
1932	2925
1933	2921|2925
1934	2925
1936	2925|2936
1938	2928
1939	2932
194	2929
1940	2925|2936
1940s	2936
1942-01-01	2929
1943	2925
1944	2925
1945	2936
1945-1989	2936
1945-5100	2929
1946	2932|2936
1947	2925|2929|2936|2938
1947H	2929
1948	2936|2938
19487662	2929
1949	2936
195	2921|2929|2930
1950	2921|2936
1950s	2936
1952	2925|2936
1953	2928|2936
1954	2938
1955	2925|2936
1956	2925|2936
1957	2932|2936
1958	2925|2926
1959	2925|2928|2936
196	2929
1960	2928|2932|2936
1960s	2926|2929|2936
1961	2928|2929|2936|2938
1962	2928|2929
1963	2929|2932|2936
1964	2932|2936
1964_03_28	2932
1965	2921|2925|2929
1965JAtS	2929
1966	2928
1967	2932|2936
1967Icar	2932
1968	2925|2928|2929|2932|2936
1968Icar	2932
1968RvGSP	2929
1969	2925|2929|2930|2936
1969Sci	2929
197	2929
1970	2925|2926|2929|2930|2934|2936
1970s	2926|2930|2932|2934|2936
1971	2926|2930|2936
1971's	2930
1972	2925|2926|2930|2932|2936
1973	2926|2930|2936
1974	2925|2926|2928|2929|2930|2936
1974-2001	2926
1974JAtS	2929
1975	2925|2926|2930|2936
1975's	2926
1976	2926|2929|2930|2932|2936
1976AREPS	2929
1977	2926|2930|2932
1978	2922|2924|2925|2926|2930
1978-01-23	2922
1979	2926|2928|2929|2930|2932|2936
1979Geo	2932
1979PNAS	2929
198	2929
1980	2925|2926|2929|2930|2932|2936
1980PNAS	2929
1980s	2926|2930|2934|2936
1981	2926|2927|2928|2929|2930
1981JGR	2929
1982	2925|2926|2929|2930|2932|2936
1982A	2929
1982Sci	2929
1983	2926|2928|2929|2930|2936
1984	2926|2936
1985	2925|2926|2930|2936
1985-2013	2939
1986	2925|2930|2939
1987	2926|2930|2936
1988	2928|2929|2930|2932|2936
1988Icar	2929
1988Sci	2929
1989	2921|2925|2926|2929|2932|2936|2937
1989Natur	2932
1989Sci	2929
199	2929
1990	2926|2930|2936
1990's	2930
1990s	2926|2934|2936
1991	2921|2925|2928|2929|2936
1991-12-16	2929
1991AuJES	2929
1992	2921|2922|2926|2929|2930|2931|2934|2936
1993	2921|2925|2926|2929|2930|2936
1993101070394080	2930
1993ApJ	2929
1993RvGeo	2929
1994	2921|2922|2926|2929|2930|2932|2934|2936
1994E	2929
1995	2925|2926|2929|2930|2932|2936
1995Sci	2929
1996	2925|2926|2932|2936
1996-02-05	2929
1996-2004	2931
19960101-re_	2925
1997	2921|2927|2929|2930|2936
1997-03-03	2932
1997-03-31	2929
1997-05-16	2929
1997-07-21	2929
1997-2000	2931
1997Russell	2929
1998	2926|2929|2931|2932|2936
1998-02-01	2929
1999	2925|2926|2927|2929|2930|2932|2936
1999-05-05	2929
1999-08-12	2929
1999CoMP	2929
19D	2929
19th	2924|2928|2929|2930|2932
1M	2936
1V	2929
1st	2927|2929|2936|2938
2	2921|2922|2924|2925|2926|2927|2928|2929|2930|2931|2932|2934|2936|2937|2938|2939
2-DVD	2926
20	2921|2922|2923|2925|2926|2928|2929|2930|2931|2932|2936
200	2927|2929|2930|2932|2936|2938
200-year	2928
2000	2921|2925|2926|2929|2930|2931|2932|2935|2936|2938
2000-02-21	2929
2000-02-25	2929
2000-06-16	2929
2000-11-20	2929
2000M	2929
2000Sci	2929
2000Tectp	2929
2000s	2926
2001	2921|2925|2926|2928|2929|2930|2931|2932|2936
2001-05-21	2931
2001-07-26	2929
2001-11-25	2929
2001AGUFM	2929
2001GSLSP	2929
2001HESS	2929
2001Natur	2929
2001Sci	2929
2002	2925|2926|2928|2929|2930|2931|2932|2936
2002-06-11	2929
2002-10-09	2927
2002-10-21	2929
2002-11-29	2929
2002ASPC	2929
2002Natur	2929
2002T	2929
2003	2925|2926|2927|2929|2930|2932|2934|2936
2003-08-03	2932
2003-10-08	2929
2003-12-10	2929
20033046	2932
2003deu	2929
2004	2925|2926|2927|2928|2929|2930|2932|2936|2937
2004-06-21	2929
2004-09-01	2929
20040208	2930
20041335	2929
2004A	2929
2004GeoJI	2932
2004JAESc	2929
2005	2925|2926|2929|2930|2932|2936
2005-01-17	2937
2005-03-05	2929
2005-03-08	2931
2005-06-21	2929
2005-07-08	2929
2005-09-10	2929
2005-09-26	2929
2005-10-17-listen-up_x	2930
2005-11-24	2929
2005-12-01	2929
2005-12-20	2929
2005-estimated	2929
20050620074152	2926
20050926	2932
2005JAfES	2929
2005Natur	2932
2005Sci	2929
2006	2921|2922|2925|2926|2928|2929|2930|2931|2932|2936
2006-02-02	2929
2006-02-10	2929
2006-02-16	2929
2006-04-24	2929
2006-07-07	2929
2006-08-10	2929
2006-08-14	2932
2006-08-15	2929
2006-10-07	2921
2006-10-16	2929
2006-11-03	2932
2006-11-24	2929
2006-12-28	2932
20060909153933	2925
20061007112531	2921
20061016024803	2929
20061016194153	2929
2006JRScT	2929
2007	2922|2925|2926|2928|2929|2930|2931|2932|2933|2936|2938
2007-01-16	2929
2007-02-02	2929
2007-02-03	2929
2007-02-04	2929
2007-02-05	2931
2007-02-07	2929
2007-02-27	2929
2007-02-28	2929
2007-03-02	2929
2007-03-05	2929
2007-03-07	2929
2007-03-08	2929
2007-03-10	2929
2007-03-11	2929
2007-03-14	2929
2007-03-17	2929
2007-03-19	2929
2007-03-20	2929
2007-03-21	2929
2007-03-22	2929
2007-03-24	2929
2007-03-27	2929
2007-03-29	2929
2007-03-31	2929
2007-04-01	2929
2007-04-02	2929
2007-04-07	2929
2007-04-20	2929
2007-04-21	2929
2007-04-22	2929
2007-04-23	2929
2007-05-02	2932
2007-07-05	2929
2007-07-09	2929
2007-08-07	2929
2007-08-13	2929
2007-09-19	2930
2007-09-20	2929
2007-10-27	2926
2007-10-28	2929
2007-11-10	2931
2007-11-17	2931
2007-11-26	2929
20070329072446	2926
20070813203913	2929
20071011185039	2926
200711	2930
20071115_edmonds	2930
2008	2921|2922|2925|2926|2929|2930|2931|2932|2936
2008-01-03	2921
2008-02-22	2929
2008-02-28	2929
2008-03-24	2929
2008-04-23	2937
2008-04-28	2929
2008-05-01	2929
2008-05-20	2926
2008-06-05	2932
2008-06-07	2929
2008-06-11	2929
2008-06-13	2929
2008-06-30	2929
2008-07-24	2929
2008-08-01	2932
2008-08-03	2929
2008-08-05	2929
2008-08-25	2930
2008-09-02	2932
2008-09-15	2932
2008-09-19	2926
2008-09-23	2929
2008-09-28	2929
2008-11-08	2929
2008-12-23	2929
2008-12-29	2929
2008-12-30	2929
20080103161605	2921
200808251219714457687	2930
20081221031717	2929
20081231055149	2929
2008AJ	2929
2008MNRAS	2929
2009	2921|2922|2925|2926|2928|2929|2930|2932|2933|2936
2009-01-10	2921
2009-03-01	2934
2009-03-12	2927
2009-03-23	2929
2009-05-19	2921
2009-07-03	2929
2009-07-19	2929
2009-10-06	2921
2009-10-31	2932
2009-12-03	2926
20090220011242	2929
20090415082741	2929
20090421092502	2929
20090605231345	2929
20090905200753	2929
2009Natur	2932
2009PNAS	2929
200s	2938
2010	2921|2922|2923|2925|2926|2929|2930|2932|2936|2937|2939
2010-01-30	2929
2010-02-27	2921
2010-03-09	2929
2010-03-27	2929
2010-04-03	2929
2010-04-22	2929
2010-04-25	2932
2010-06-04	2929
2010-08-07	2929
2010-08-09	2929
2010-08-17	2929
2010-08-23	2932
2010-09-10	2929
2010-10-10	2932
2010-11-27	2926
2010-11-28	2926
20109	2929
2010AREPS	2932
2010s	2926
2011	2921|2922|2925|2926|2928|2929|2930|2932|2936|2937
2011-02-10	2934
2011-02-25	2929
2011-03-13	2929
2011-04-29	2929
2011-05-07	2929
2011-05-12	2929
2011-07-24	2932|2937
2011-07-27	2929
2011-10-31	2929
2011-11-02	2929
2011-11-04	2926
2011-12-12	2921
20110517065227	2926
20110721190300	2926
2011Natur	2929
2012	2921|2923|2925|2926|2927|2930|2932|2936|2937|2938|2939
2012-06-11	2931
2012-06-13	2929
2012-07-31	2929
2012-09-27	2926
2012-11-02	2929
2012-11-18	2926
2013	2921|2922|2924|2925|2926|2927|2928|2929|2930|2931|2932|2933|2934|2935|2936|2937|2938|2939
2013-01-18	2926
2013-present	2939
2014	2925
20140120	2930
2020	2929
2032	2932
204	2923|2929
205	2929
2050	2929
205753_newyearstv	2930
205D	2929
20783	2929
209	2925
20Commission	2936
20Dialect	2937
20ERRATUM	2925
20Economic	2936
20Eden	2926
20Fire	2930
20Out	2926
20P1100	2925
20Road	2926
20Usage	2937
20W	2925
20Wind	2930
20Wirtschaftskommission	2936
20Words	2937
20and	2937
20earth	2930
20fire_1002066	2930
20for	2930
20full	2930
20of	2926
20reunion	2930
20th	2926|2928|2930|2932|2937|2939
20wind	2930
21	2922|2925|2926|2928|2929|2930|2931|2932|2936|2938
21-22	2931
210	2925
210BPaper	2931
211	2929
212	2928|2929
213	2928
21429	2929
215	2929|2936
216607	2930
217	2927
21796207	2929
218	2931
219	2928
21st	2925|2929
22	2922|2924|2925|2926|2928|2929|2930|2931|2932|2936
220	2938
221	2929|2931
225	2929|2936
225335	2938
225B	2929
227	2932
228-229	2929
228pp	2936
229	2936
22Deutsche	2936
22German	2936
22Heinrich	2936
22de	2936
22nd	2925
23	2922|2925|2926|2928|2929|2930|2931|2932|2936
23-2_charette	2929
230	2935|2938
231	2927
232	2927|2929
232Th	2929
234	2928
2347663	2929
235U	2929
236	2936
2381	2930
238U	2929
23_2	2929
23h	2929
24	2922|2923|2925|2926|2928|2929|2930|2931|2932|2935|2936|2938
240	2932|2938
241	2929
244	2929
246	2929
25	2922|2925|2926|2927|2928|2929|2930|2931|2932|2936
25-07-2010	2929
250	2929|2936|2938
250s	2938
25247100	2922
2526	2930
2528	2930
255	2923
256363004	2929
2564	2929
259	2939
259411	2930
25th	2936
26	2922|2925|2926|2929|2930|2932|2934|2936|2938
26'21	2929
2600	2938
26064	2929
261	2929|2938
261L	2929
2637	2923
265	2929|2936
265H	2929
267	2926|2929
267P	2929
269	2929
26_Fire	2930
26client	2930
26hl	2930
26rls	2930
26sa	2930
26start	2930
27	2922|2924|2925|2926|2929|2930|2932|2936
2701016	2929
271	2929
2762	2930
28	2922|2925|2926|2929|2930|2932|2936
280	2929|2938
281	2929
282	2929|2932
285	2929
287	2929
287-e-prime-bible	2921
288	2929
2890	2929
29	2922|2924|2925|2926|2928|2929|2930|2932|2936|2937|2939
290	2929|2936
292	2929
293	2929
294	2929
296	2929
299	2929
2B	2930
2BEarth	2930
2BFire	2930
2BGaviota	2930
2BMcCartney	2930
2BPlata	2930
2BWind	2930
2Bde	2930
2Bfire	2930
2Binterview	2930
2Bwind	2930
2C	2930
2E	2922
2WWyalta	2936
2nd	2925|2927|2928|2929|2931|2932|2937|2938
3	2921|2922|2924|2925|2926|2927|2928|2929|2930|2931|2932|2934|2936|2937|2938|2939
30	2922|2925|2926|2927|2929|2930|2932|2936|2938
30-50	2929
300	2926|2929|2932|2938
3000	2938
300s	2938
301	2923
306	2929
309	2927|2929
309595	2930
30th	2930
31	2922|2925|2926|2928|2929|2930|2932|2936
31-year-old	2925
310	2929
3120693	2932
316	2927
3166-2	2939
317	2936
319	2929
32	2922|2925|2926|2927|2929|2930|2932|2936
321	2936|2938
322	2929|2938
323	2927
324	2929
3248	2930
325	2929|2931
326	2931
327	2926|2931
329	2923|2931
33	2922|2925|2926|2929|2930|2932|2936
330	2929
3300	2938
33066E	2925
33088	2925
331	2931
3311903	2929
332	2929
333	2936
336	2932
336W	2932
338	2925
34	2922|2925|2926|2928|2929|2930|2932|2936|2938
34-46	2936
340	2921|2932
341	2932
341733a0	2932
34283	2925
345	2938
347	2921
348	2929|2932
349	2929
35	2922|2925|2926|2927|2929|2930|2932|2936|2937|2938|2939
350	2932|2936|2938
350422	2929
35071000	2929
35089010	2929
352	2936
356	2927|2929
357	2929
358	2932
359	2929
359A	2929
36	2922|2925|2926|2929|2930|2932|2936
36-2001	2925
360	2929|2938
361	2929
361924	2930
364	2932
365	2929
366	2929
367	2925|2929
37	2922|2925|2926|2929|2930|2932|2936
370	2928
371	2929|2932
373	2932
3753	2929
377	2936|2938
378	2929
379	2929
379C	2929
37th	2926|2930
38	2922|2925|2926|2929|2930|2932|2936
381	2936
381004	2929
384	2929
385	2936
386	2929
3885	2929
38th	2925
39	2922|2925|2926|2928|2929|2930|2932|2936
395	2936
39th	2930
3A1	2936
3B	2929
3D	2932
3D10	2930
3D20	2930
3DJesse	2930
3DN	2930
3Dearth	2930
3Den	2930
3Dopera	2930
3Fq	2930
3rd	2927|2928|2929|2938
4	2921|2922|2924|2925|2926|2927|2928|2929|2930|2931|2932|2934|2936|2937|2938|2939
4-11	2927
40	2922|2925|2926|2929|2930|2932|2936
400	2927|2929|2938
4004	2930
4008	2929
400s	2938
4031	2929
405	2938
407	2923
40K	2929
40th	2930
41	2922|2923|2925|2926|2929|2930|2932|2936
410	2929
411539	2929
4119	2929
411pp	2936
412	2929
412708a0	2929
413	2938
418	2929|2932
4188	2928
419	2929
4192	2929
4192J	2929
419C	2929
42	2922|2925|2926|2929|2930|2932|2936
420	2938
4200	2929
424	2938
428	2929
42884	2922
42967	2925
43	2922|2925|2929|2930|2932|2936
437	2932
439	2929
44	2922|2925|2929|2930|2932|2936
440	2923
4400	2929
442	2929
45	2922|2925|2929|2930|2932|2934|2936
450	2938
4516	2926
4539	2929
455	2932
457	2929
457-66	2936
457S	2929
46	2921|2922|2925|2929|2930|2932|2936
46-25776	2929
460	2932
462	2922|2932
465	2929
467	2932
467N	2932
468	2929
46th	2930
47	2922|2925|2929|2930|2932|2936
472	2929
472K	2929
473	2929|2932
474	2929
475	2929|2938
476	2936
48	2922|2925|2928|2929|2930|2932|2936
481	2929
481C	2929
48246997	2925
483	2929
486	2925
487	2929
4872	2929
489	2932|2938
49	2921|2922|2923|2925|2929|2930|2932|2936
491	2932
4926	2929
494	2929
497	2932
49th	2930
4th	2929|2931|2938
5	2921|2922|2924|2925|2926|2927|2928|2929|2930|2931|2932|2934|2936|2937|2938|2939
5-17-002142-9	2928
5-24	2936
5-archives	2921
50	2922|2925|2926|2929|2930|2932|2936
50-Miler	2925
500	2926|2929|2932|2938
500-900	2929
500-greatest-albums-of-all-time-20120531	2926
5000	2929
500s	2938
503	2932
503863752	2923
505	2938
506	2932
506T	2932
51	2922|2923|2925|2929|2930|2932|2936
510	2929
5100	2929
515	2929|2936
51716	2929
5194	2929
519784	2930
52	2922|2924|2925|2929|2930|2932|2936
520	2936
520626902	2933
522	2939
5230	2929
525	2938
526	2932
5274	2923
52937	2930
53	2922|2925|2928|2929|2930|2932|2936
530747676	2921
533911573	2924
534193103	2936
534815114	2930
534983	2922
535	2929
535487389	2939
535520324	2937
536215945	2938
537026930	2927
537351433	2935
537482301	2926
537536391	2929
537617703	2932
537636588	2934
537739490	2931
537931042	2928
537933902	2922
537959011	2925
539	2932
539S	2932
54	2922|2925|2929|2930|2932|2936
540	2929
542	2932
543	2938
54556077	2921
547	2932
5473	2929
55	2922|2925|2929|2930|2932|2936
55-track	2930
550	2938
550s	2938
5531	2929
556	2936
557	2936
56	2922|2925|2926|2929|2930|2932|2936
5607	2929
562	2928
5670	2929
5672	2929
5682	2922
569	2929
569B	2929
56m	2929
57	2925|2927|2929|2930|2932|2936
5739	2929
574	2932
574T	2932
575	2929
5754	2929
